,Name,contract_expiration_date,market_value_in_eur,current_club_domestic_competition_id,date_of_birth
5578,Jankat Yılmaz,2025-06-30 00:00:00,275000.0,TR1,2004-08-16
5579,Emir Tintiş,2026-06-30 00:00:00,150000.0,TR1,2004-01-12
5580,Mevlüthan Ekelik,2025-06-30 00:00:00,100000.0,TR1,2004-12-16
5581,Noah Sadiki,2027-06-30 00:00:00,3000000.0,BE1,2004-12-17
5582,Tristan Teuchy,,100000.0,BE1,2004-04-14
5583,Zach Robinson,2024-05-31 00:00:00,275000.0,SC1,2002-06-11
5584,Emre Bilgin,2024-06-30 00:00:00,300000.0,TR1,2004-02-26
5585,Hamza Akman,2024-06-30 00:00:00,450000.0,TR1,2004-09-27
5586,Robert-Jan Vanwesemael,2024-06-30 00:00:00,100000.0,BE1,2002-03-26
5587,Andrey Langovich,2028-06-30 00:00:00,1500000.0,RU1,2003-05-28
5588,Carlos Alberto,2024-06-30 00:00:00,1300000.0,BE1,2002-04-14
5589,Juan Miritello,2024-06-30 00:00:00,600000.0,GR1,1999-02-08
5590,Julián Palacios,2025-06-30 00:00:00,600000.0,GR1,1999-02-04
5591,Lequincio Zeefuik,2029-06-30 00:00:00,500000.0,NL1,2004-11-26
5592,Lucas Hey,2027-06-30 00:00:00,3000000.0,DK1,2003-04-13
5593,Maga,2027-06-30 00:00:00,1800000.0,PO1,2002-11-16
5594,Lucas Fasson,2026-06-30 00:00:00,3500000.0,RU1,2001-05-30
5595,Vadym Yushchyshyn,2024-06-30 00:00:00,100000.0,UKR1,1999-11-23
5596,Oleksandr Kemkin,2025-06-30 00:00:00,50000.0,UKR1,2002-08-05
5597,Vladyslav Veleten,2024-12-31 00:00:00,250000.0,UKR1,2002-10-01
5598,Georges Mikautadze,2024-06-30 00:00:00,8000000.0,FR1,2000-10-31
5599,Faiz Mattoir,2024-06-30 00:00:00,300000.0,NL1,2000-07-12
5600,Loïc Badé,2027-06-30 00:00:00,10000000.0,ES1,2000-04-11
5601,Milos Kerkez,,20000000.0,GB1,2003-11-07
5602,Tyrick Mitchell,2025-06-30 00:00:00,22000000.0,GB1,1999-09-01
5603,Rareș Burnete,2025-06-30 00:00:00,700000.0,IT1,2004-01-31
5604,Hernâni,2026-06-30 00:00:00,400000.0,PO1,2001-04-03
5605,Álvaro Zamora,2028-06-30 00:00:00,400000.0,GR1,2002-03-09
5606,Georgie Gent,2024-05-31 00:00:00,100000.0,SC1,2003-09-23
5607,Agustín Martegani,2024-06-30 00:00:00,2000000.0,IT1,2000-05-20
5608,Takahiro Akimoto,2024-06-30 00:00:00,900000.0,BE1,1998-01-31
5609,Alberto Moleiro,2026-06-30 00:00:00,10000000.0,ES1,2003-09-30
5610,Clayton,2026-06-30 00:00:00,700000.0,PO1,1999-01-11
5611,Calem Nieuwenhof,2027-05-31 00:00:00,450000.0,SC1,2001-02-17
5612,Prince Kwabena Adu,2027-06-30 00:00:00,200000.0,UKR1,2003-09-23
5613,Konstantinos Kyriazis,2025-06-30 00:00:00,50000.0,GR1,2004-03-04
5614,Alexios Kalogeropoulos,2024-06-30 00:00:00,500000.0,GR1,2004-07-26
5615,Marios Tzavidas,2024-06-30 00:00:00,400000.0,GR1,2003-10-08
5616,Nikolaos Grammatikakis,2025-06-30 00:00:00,50000.0,GR1,2003-05-26
5617,Natan,2028-06-30 00:00:00,13000000.0,IT1,2001-02-06
5618,João Gomes,2028-06-30 00:00:00,22000000.0,GB1,2001-02-12
5619,Rodrigo Muniz,2026-06-30 00:00:00,5000000.0,GB1,2001-05-04
5620,Ruben van Bommel,2027-06-30 00:00:00,3000000.0,NL1,2004-08-03
5621,Hugo Oliveira,2024-06-30 00:00:00,200000.0,PO1,2002-02-10
5622,Alexandros Maskanakis,2026-06-30 00:00:00,150000.0,GR1,2004-08-08
5623,Julio Cesar,2024-06-30 00:00:00,200000.0,UKR1,1996-12-06
5624,Christopher Nwaeze,2025-06-30 00:00:00,,UKR1,2002-11-16
5625,Silvano Vos,2028-06-30 00:00:00,3000000.0,NL1,2005-03-16
5626,Jason van Duiven,2024-06-30 00:00:00,1000000.0,NL1,2005-02-24
5627,Tom Bramel,2024-06-30 00:00:00,25000.0,NL1,2005-07-24
5628,Tristan Kuijsten,2024-06-30 00:00:00,300000.0,NL1,2005-01-16
5629,Zeno Van Den Bosch,2025-06-30 00:00:00,2500000.0,BE1,2003-07-06
5630,Abou Lo,2025-06-30 00:00:00,250000.0,FR1,2000-01-02
5631,Matheus Pereira,2025-06-30 00:00:00,700000.0,PO1,2000-12-21
5632,Igor Thiago,2027-06-30 00:00:00,6000000.0,BE1,2001-06-26
5633,David Sousa,2024-06-30 00:00:00,400000.0,BE1,2001-07-04
5634,Nathan,2024-06-30 00:00:00,2000000.0,PO1,2001-09-05
5635,Pastor,2024-06-30 00:00:00,650000.0,PO1,2000-02-20
5636,Eric Junior Bocat,2024-06-30 00:00:00,1200000.0,BE1,1999-07-16
5637,Isaac Nuhu,2025-06-30 00:00:00,800000.0,BE1,2001-09-30
5638,Talles,2024-06-30 00:00:00,500000.0,UKR1,1998-05-12
5639,Elidon Qenaj,2024-06-30 00:00:00,100000.0,L1,2003-05-22
5640,Alfonso Trezza,2027-06-30 00:00:00,800000.0,PO1,1999-06-22
5641,Max Ejdum,2026-06-30 00:00:00,150000.0,DK1,2004-10-15
5642,Romildo Del Piage,2025-06-30 00:00:00,350000.0,BE1,2000-04-12
5643,Vinícius,2026-06-30 00:00:00,200000.0,PO1,1997-06-19
5644,Gabriel Pereira,2026-06-30 00:00:00,2500000.0,PO1,2000-05-07
5645,Giuliano Simeone,2024-06-30 00:00:00,2500000.0,ES1,2002-12-18
5646,Carlos Forbs,2028-06-30 00:00:00,10000000.0,NL1,2004-03-19
5647,Fábio Ronaldo,2026-06-30 00:00:00,1200000.0,PO1,2001-04-28
5648,Jhon Solís,2028-06-30 00:00:00,3000000.0,ES1,2004-10-03
5649,Santiago Hezze,2028-06-30 00:00:00,8000000.0,GR1,2001-10-22
5650,Emirhan İlkhan,2024-06-30 00:00:00,3500000.0,TR1,2004-06-01
5651,Kyriani Sabbe,2025-06-30 00:00:00,2500000.0,BE1,2005-01-26
5652,Vadim Lukyanov,2026-06-30 00:00:00,100000.0,RU1,2002-12-16
5653,Tom Poitoux,2025-06-30 00:00:00,200000.0,BE1,2005-06-04
5654,Cihan Çanak,2026-06-30 00:00:00,3500000.0,BE1,2005-01-24
5655,Lucas Noubi,2025-06-30 00:00:00,1500000.0,BE1,2005-01-15
5656,Jorne Spileers,2026-06-30 00:00:00,5000000.0,BE1,2005-01-21
5657,Chemsdine Talbi,2025-06-30 00:00:00,800000.0,BE1,2005-05-09
5658,Malick Fofana,2028-06-30 00:00:00,8000000.0,FR1,2005-03-31
5659,Noah Mbamba,2028-06-30 00:00:00,3000000.0,L1,2005-01-05
5660,Wilson Odobert,2028-06-30 00:00:00,10000000.0,GB1,2004-11-28
5661,Breyton Fougeu,2026-06-30 00:00:00,50000.0,TR1,2004-01-06
5662,Mohamed El Arouch,2025-06-30 00:00:00,2000000.0,FR1,2004-04-06
5663,Sávio,2024-06-30 00:00:00,30000000.0,ES1,2004-04-10
5664,Matheus França,2028-06-30 00:00:00,15000000.0,GB1,2004-04-01
5665,Ângelo,2024-06-30 00:00:00,15000000.0,FR1,2004-12-21
5666,Andrey Santos,2024-06-30 00:00:00,14000000.0,FR1,2004-05-03
5667,Jewison Bennette,2024-06-30 00:00:00,1000000.0,GR1,2004-06-15
5668,Josimar Alcócer,2028-06-30 00:00:00,400000.0,BE1,2004-07-07
5669,Rafael Fernandes,2028-06-30 00:00:00,700000.0,FR1,2002-06-28
5670,Jota,2025-06-30 00:00:00,200000.0,PO1,2002-07-22
5671,Adam Wharton,2029-06-30 00:00:00,10000000.0,GB1,2004-02-06
5672,Matías Pérez,2025-06-30 00:00:00,1800000.0,RU1,1999-03-03
5673,Arijon Ibrahimovic,2024-06-30 00:00:00,4000000.0,IT1,2005-12-11
5674,Tarek Buchmann,2026-06-30 00:00:00,500000.0,L1,2005-02-28
5675,Elias Baum,,400000.0,L1,2005-10-26
5676,Edan Diop,2028-06-30 00:00:00,2000000.0,FR1,2004-08-28
5677,Soungoutou Magassa,2027-06-30 00:00:00,10000000.0,FR1,2003-10-08
5678,Maghnes Akliouche,2026-06-30 00:00:00,10000000.0,FR1,2002-02-25
5679,Artem Kulakovskyi,2024-06-30 00:00:00,150000.0,UKR1,2002-02-11
5680,Vadim Rakov,2027-06-30 00:00:00,500000.0,RU1,2005-01-09
5681,Yann Lienard,2027-06-30 00:00:00,200000.0,FR1,2003-03-16
5682,Luca Koleosho,2027-06-30 00:00:00,7000000.0,GB1,2004-09-15
5683,Halil Bağcı,2026-06-30 00:00:00,25000.0,TR1,2003-04-04
5684,Nikita Krivtsov,2029-06-30 00:00:00,3500000.0,RU1,2002-08-18
5685,Artem Vovkun,2025-06-30 00:00:00,200000.0,UKR1,2001-09-07
5686,Pietro Comuzzo,2025-06-30 00:00:00,700000.0,IT1,2005-02-20
5687,Andre Brooks,2027-06-30 00:00:00,2500000.0,GB1,2003-08-20
5688,Daniel Jebbison,2024-06-30 00:00:00,1000000.0,GB1,2003-08-13
5689,Zach Booth,2024-06-30 00:00:00,400000.0,NL1,2004-02-17
5690,Cristian Volpato,,5000000.0,IT1,2003-11-15
5691,Mohamed Amoura,2027-06-30 00:00:00,10000000.0,BE1,2000-05-09
5692,Aidan Denholm,2026-05-31 00:00:00,200000.0,SC1,2003-11-09
5693,Gyan de Regt,2025-06-30 00:00:00,400000.0,NL1,2003-09-18
5694,Valdemar Byskov,2027-12-31 00:00:00,350000.0,DK1,2005-01-25
5695,Jayden Addai,2028-06-30 00:00:00,800000.0,NL1,2005-08-26
5696,Lasse Schulz,2024-06-30 00:00:00,100000.0,DK1,2003-03-29
5697,Juan Manuel Cruz,2027-06-30 00:00:00,450000.0,IT1,1999-07-19
5698,Carlos Alcaraz,2024-06-30 00:00:00,15000000.0,IT1,2002-11-30
5699,Amin Sarr,2024-06-30 00:00:00,4000000.0,L1,2001-03-11
5700,Arnaud Dony,2025-06-30 00:00:00,200000.0,BE1,2004-05-08
5701,Martin Wasinski,2024-06-30 00:00:00,800000.0,BE1,2004-04-07
5702,Gastón Ávila,2028-06-30 00:00:00,5000000.0,NL1,2001-09-30
5703,Mika Godts,2027-06-30 00:00:00,2000000.0,NL1,2005-06-07
5704,Oleksiy Sych,2028-06-30 00:00:00,900000.0,UKR1,2001-04-01
5705,Vasyl Runich,2027-06-30 00:00:00,400000.0,UKR1,2000-01-31
5706,Mikhail Shchetinin,2026-06-30 00:00:00,250000.0,RU1,2005-07-08
5707,Alieu Fadera,2027-06-30 00:00:00,3000000.0,BE1,2001-11-03
5708,Tom Louchet,,200000.0,FR1,2003-05-04
5709,Kiril Fesyun,2025-06-30 00:00:00,600000.0,UKR1,2002-08-07
5710,Alouis Diriken,2024-06-30 00:00:00,100000.0,BE1,2004-04-01
5711,André Lacximicant,2024-06-30 00:00:00,,PO1,2001-05-19
5712,Massanga Matondo,2027-06-30 00:00:00,1500000.0,TR1,1999-08-17
5713,Mads Enggaard,2027-06-30 00:00:00,700000.0,DK1,2004-01-20
5714,Tymur Puzankov,2028-06-30 00:00:00,100000.0,UKR1,2003-03-04
5715,Abbosbek Fayzullaev,2026-06-30 00:00:00,4000000.0,RU1,2003-10-03
5716,Danyil Alefirenko,2024-06-30 00:00:00,600000.0,UKR1,2000-04-19
5717,Alan Varela,2028-06-30 00:00:00,14000000.0,PO1,2001-07-04
5718,Adam Montgomery,2025-06-30 00:00:00,500000.0,SC1,2002-07-18
5719,Yegor Tverdokhlib,2027-12-31 00:00:00,500000.0,UKR1,2000-12-17
5720,Stav Lemkin,2028-06-30 00:00:00,1000000.0,UKR1,2003-04-02
5721,Khusrav Toirov,2027-12-31 00:00:00,300000.0,UKR1,2004-08-01
5722,Abdukodir Khusanov,2027-06-30 00:00:00,1500000.0,FR1,2004-02-29
5723,Josué Casimir,2025-06-30 00:00:00,2000000.0,FR1,2001-09-24
5724,Williot Swedberg,2027-06-30 00:00:00,2500000.0,ES1,2004-02-01
5725,Richie Omorowa,2025-06-30 00:00:00,450000.0,NL1,2004-03-30
5726,Nazariy Vorobchak,2025-06-30 00:00:00,100000.0,UKR1,2000-03-22
5727,Milan de Haan,2026-06-30 00:00:00,700000.0,NL1,2003-11-20
5728,Kaio César,2024-06-30 00:00:00,1000000.0,PO1,2004-02-15
5729,Théo Le Bris,2027-06-30 00:00:00,2500000.0,FR1,2002-10-01
5730,Kike Salas,2026-06-30 00:00:00,2000000.0,ES1,2002-04-23
5731,Arouna Sangante,2026-06-30 00:00:00,10000000.0,FR1,2002-04-12
5732,Luka Romero,2024-06-30 00:00:00,3000000.0,ES1,2004-11-18
5733,Andy Logbo,2025-06-30 00:00:00,800000.0,FR1,2004-05-06
5734,Ilya Gulko,2026-06-30 00:00:00,100000.0,UKR1,2002-11-17
5735,Yevgen Pavlyuk,2027-06-30 00:00:00,800000.0,UKR1,2002-08-18
5736,Oleg Fedor,2027-06-30 00:00:00,100000.0,UKR1,2004-07-23
5737,Igor Gorbach,2024-06-30 00:00:00,500000.0,UKR1,2004-05-27
5738,Denys Slyusar,2026-06-30 00:00:00,300000.0,UKR1,2002-05-27
5739,Jordan Semedo,2024-06-30 00:00:00,600000.0,BE1,2003-01-15
5740,Malamine Efekele,2024-06-30 00:00:00,300000.0,BE1,2004-07-19
5741,Berna,2024-06-30 00:00:00,300000.0,PO1,2003-09-15
5742,Hugo Gambor,2027-06-30 00:00:00,600000.0,BE1,2002-12-30
5743,Pablo Barrios,2028-06-30 00:00:00,25000000.0,ES1,2003-06-15
5744,Georgiy Yermakov,2025-06-30 00:00:00,150000.0,UKR1,2002-03-28
5745,Semen Vovchenko,2025-06-30 00:00:00,300000.0,UKR1,1999-06-13
5746,Dmytro Matsapura,2025-06-30 00:00:00,700000.0,UKR1,2000-03-10
5747,Arthur Piedfort,2027-06-30 00:00:00,600000.0,BE1,2005-02-01
5748,Andriy Kitela,2027-06-30 00:00:00,100000.0,UKR1,2004-12-13
5749,Marco Pellegrino,2024-06-30 00:00:00,3500000.0,IT1,2002-07-18
5750,Joselito,2025-06-30 00:00:00,75000.0,IT1,2004-02-09
5751,Abdallah Sima,2024-05-31 00:00:00,7000000.0,SC1,2001-06-17
5752,Nicolas Jackson,2031-06-30 00:00:00,35000000.0,GB1,2001-06-20
5753,Mert Kömür,2027-06-30 00:00:00,800000.0,L1,2005-07-17
5754,Talha Sarıarslan,2026-06-30 00:00:00,100000.0,TR1,2004-01-18
5755,Omri Gandelman,2027-06-30 00:00:00,2000000.0,BE1,2000-05-16
5756,Willy Kambwala,2025-06-30 00:00:00,2000000.0,GB1,2004-08-25
5757,Yoann Cathline,2024-06-30 00:00:00,1500000.0,NL1,2002-07-22
5758,Khalil Fayad,2027-06-30 00:00:00,5000000.0,FR1,2004-06-09
5759,Nando Verdoni,2025-06-30 00:00:00,25000.0,NL1,2004-09-27
5760,Ramón Terrats,2026-06-30 00:00:00,4000000.0,ES1,2000-10-18
5761,Raúl Parra,2026-06-30 00:00:00,300000.0,PO1,1999-11-26
5762,Pablo Ibáñez,2024-06-30 00:00:00,2500000.0,ES1,1998-09-20
5763,Ismaël Doukouré,2026-06-30 00:00:00,12000000.0,FR1,2003-07-24
5764,Lukas Ullrich,2027-06-30 00:00:00,750000.0,L1,2004-03-16
5765,David Datro Fofana,2024-05-31 00:00:00,8000000.0,GB1,2002-12-22
5766,Ivan Komarov,2026-12-31 00:00:00,400000.0,RU1,2003-04-15
5767,Valentín Carboni,2024-06-30 00:00:00,5000000.0,IT1,2005-03-05
5768,Valeriy Dubko,2025-06-30 00:00:00,250000.0,UKR1,2001-03-22
5769,Benjamin Tahirovic,2028-06-30 00:00:00,6000000.0,NL1,2003-03-03
5770,El Chadaille Bitshiabu,2028-06-30 00:00:00,15000000.0,L1,2005-05-16
5771,Zidan Sertdemir,,1000000.0,DK1,2005-02-04
5772,Vanderson,2028-06-30 00:00:00,20000000.0,FR1,2001-06-21
5773,Víctor Barberá,2027-06-30 00:00:00,700000.0,BE1,2004-08-20
5774,Teddy Boulhendi,2025-06-30 00:00:00,150000.0,FR1,2001-04-09
5775,Bogdan Kobzar,2025-06-30 00:00:00,200000.0,UKR1,2002-04-22
5776,Yaroslav Karabin,2027-06-30 00:00:00,250000.0,UKR1,2002-11-19
5777,Henrik Heggheim,2025-06-30 00:00:00,1000000.0,DK1,2001-04-22
5778,Deron Payne,2025-06-30 00:00:00,300000.0,NL1,2002-09-25
5779,Kayne van Oevelen,2025-06-30 00:00:00,50000.0,NL1,2003-08-07
5780,Alfie Gilchrist,2025-06-30 00:00:00,300000.0,GB1,2003-11-28
5781,Telmo Arcanjo,2027-06-30 00:00:00,800000.0,PO1,2001-06-21
5782,Roony Bardghji,2025-12-31 00:00:00,9000000.0,DK1,2005-11-15
5783,Aleksandar Pavlovic,2027-06-30 00:00:00,2000000.0,L1,2004-05-03
5784,Stije Resink,2025-06-30 00:00:00,850000.0,NL1,2003-05-28
5785,Mamadou Maiga,2027-06-30 00:00:00,1000000.0,RU1,1995-02-10
5786,Marcelo Alves,2024-06-30 00:00:00,500000.0,RU1,1998-02-07
5787,Aske Andrésen,2025-12-31 00:00:00,200000.0,DK1,2005-07-12
5788,Markus Jensen,2026-06-30 00:00:00,250000.0,DK1,2005-07-15
5789,Warren Kamanzi,2026-06-30 00:00:00,1000000.0,FR1,2000-11-11
5790,Mayckel Lahdo,2027-06-30 00:00:00,3000000.0,NL1,2002-12-30
5791,Tymur Korablin,2026-06-30 00:00:00,200000.0,UKR1,2002-01-02
5792,Paxten Aaronson,2024-06-30 00:00:00,4500000.0,NL1,2003-08-26
5793,Elias Bakatukanda,2026-06-30 00:00:00,250000.0,L1,2004-04-13
5794,Nelson Weiper,2025-06-30 00:00:00,5000000.0,L1,2005-03-17
5795,Pascal Kuiper,2025-06-30 00:00:00,75000.0,NL1,2004-03-17
5796,Renato Júnior,2026-06-30 00:00:00,600000.0,DK1,2002-06-05
5797,Antonio Tikvic,2028-06-30 00:00:00,700000.0,IT1,2004-04-21
5798,Alidu Seidu,2028-06-30 00:00:00,7000000.0,FR1,2000-06-04
5799,Vyacheslav Dorovskikh,2024-06-30 00:00:00,50000.0,RU1,2003-09-14
5800,Gvidas Gineitis,2026-06-30 00:00:00,1000000.0,IT1,2004-04-15
5801,Theo Sander,2028-06-30 00:00:00,700000.0,DK1,2005-01-08
5802,Loris Mouyokolo,2026-06-30 00:00:00,400000.0,FR1,2001-05-22
5803,Alexander Busch,2026-06-30 00:00:00,1200000.0,DK1,2003-07-25
5804,Oscar Schwartau,2025-06-30 00:00:00,1000000.0,DK1,2006-05-17
5805,Dennis Seimen,2027-06-30 00:00:00,1000000.0,L1,2005-12-01
5806,Adamo Nagalo,2027-06-30 00:00:00,6000000.0,DK1,2002-09-22
5807,Lewis Schouten,2027-06-30 00:00:00,600000.0,NL1,2004-02-04
5808,Killian Phillips,2024-05-31 00:00:00,300000.0,SC1,2002-03-30
5809,Rodrigo Macedo,2024-06-30 00:00:00,200000.0,PO1,2003-07-09
5810,Arif Boşluk,2028-06-30 00:00:00,350000.0,TR1,2003-06-06
5811,Mathys Tel,2027-06-30 00:00:00,50000000.0,L1,2005-04-27
5812,Isak Jensen,2024-06-30 00:00:00,1200000.0,DK1,2003-12-23
5813,Tammer Bany,2027-06-30 00:00:00,75000.0,DK1,2003-10-19
5814,Julius Beck,2024-06-30 00:00:00,250000.0,DK1,2005-04-27
5815,Magnus Munck,2027-06-30 00:00:00,200000.0,DK1,2005-01-05
5816,Gustav Fraulo,2028-06-30 00:00:00,200000.0,DK1,2005-04-23
5817,Emil Højlund,2024-12-31 00:00:00,300000.0,DK1,2005-01-04
5818,Charly Nouck,2026-06-30 00:00:00,600000.0,DK1,2004-03-21
5819,Justin Bengui Joao,2025-06-30 00:00:00,300000.0,FR1,2005-07-09
5820,Norman Bassette,2024-06-30 00:00:00,800000.0,BE1,2004-11-09
5821,Nicholas Beetson,2026-06-30 00:00:00,50000.0,DK1,2005-06-01
5822,Anthony Oyono,2027-06-30 00:00:00,2500000.0,IT1,2001-04-12
5823,Yannick Pandor,2026-06-30 00:00:00,150000.0,FR1,2001-05-01
5824,Ibrahima Baldé,2024-06-30 00:00:00,400000.0,FR1,2003-01-17
5825,William Clem,2027-06-30 00:00:00,1500000.0,DK1,2004-06-20
5826,Tobias Lauritsen,2025-06-30 00:00:00,300000.0,DK1,2004-06-18
5827,Giovanni van Zwam,2024-06-30 00:00:00,50000.0,NL1,2004-01-02
5828,Rémy Vita,2026-06-30 00:00:00,700000.0,NL1,2001-04-01
5829,Fahem Benaissa-Yahia,,350000.0,PO1,2002-04-29
5830,Rayvien Rosario,2026-06-30 00:00:00,,NL1,2004-04-11
5831,Nick Fichtinger,2026-06-30 00:00:00,25000.0,NL1,2004-04-06
5832,Kasper Kiilerich,2025-12-31 00:00:00,150000.0,DK1,2005-11-22
5833,Frank Feller,2025-06-30 00:00:00,,L1,2004-01-07
5834,Saïdou Sow,2028-06-30 00:00:00,2000000.0,FR1,2002-07-04
5835,Bamo Meïté,2024-06-30 00:00:00,4000000.0,FR1,2001-12-03
5836,Conrad Harder,2026-06-30 00:00:00,1000000.0,DK1,2005-04-07
5837,Frank Magri,2026-06-30 00:00:00,3000000.0,FR1,1999-09-04
5838,Andres Sfait,2027-06-30 00:00:00,500000.0,IT1,2004-12-09
5839,Jack Milne,2026-05-31 00:00:00,50000.0,SC1,2003-02-10
5840,Danilo,2029-06-30 00:00:00,28000000.0,GB1,2001-04-29
5841,Daouda Weidmann,2024-06-30 00:00:00,200000.0,NL1,2003-05-04
5842,Raphaël Eyongo,2024-06-30 00:00:00,100000.0,NL1,2003-05-21
5843,Leandro Frroku,2027-06-30 00:00:00,200000.0,GR1,2003-09-03
5844,Denys Ndukve,2025-06-30 00:00:00,100000.0,UKR1,2000-02-28
5845,Yegor Gunichev,2024-06-30 00:00:00,300000.0,UKR1,2003-12-31
5846,Luka Latsabidze,2028-12-31 00:00:00,150000.0,UKR1,2004-03-18
5847,Warren Zaïre-Emery,2025-06-30 00:00:00,60000000.0,FR1,2006-03-08
5848,Ayman Kari,2024-06-30 00:00:00,900000.0,FR1,2004-11-19
5849,Turpal-Ali Ibishev,2024-06-30 00:00:00,75000.0,RU1,2002-02-18
5850,Max Finkgräfe,2025-06-30 00:00:00,750000.0,L1,2004-03-27
5851,Kaylen Reitmaier,2025-06-30 00:00:00,50000.0,NL1,2004-04-05
5852,Eliesse Ben Seghir,2027-06-30 00:00:00,18000000.0,FR1,2005-02-16
5853,Marko Cavara,2025-06-30 00:00:00,50000.0,RU1,2003-03-19
5854,Aleksandr Kovalenko,2028-06-30 00:00:00,2500000.0,RU1,2003-08-08
5855,Álvaro Carreras,2024-06-30 00:00:00,7000000.0,PO1,2003-03-23
5856,Alejandro Garnacho,2028-06-30 00:00:00,30000000.0,GB1,2004-07-01
5857,İzzet Çelik,2025-06-30 00:00:00,75000.0,TR1,2004-06-20
5858,Kirill Samoylenko,2025-12-31 00:00:00,150000.0,UKR1,2001-05-29
5859,Abdulkadir Taşdan,2024-06-30 00:00:00,50000.0,TR1,2003-06-18
5860,Muhammed Eren Arıkan,2024-06-30 00:00:00,100000.0,TR1,2005-01-29
5861,Denys Pidgurskyi,2026-06-30 00:00:00,200000.0,UKR1,2003-05-27
5862,Volnei,2025-06-30 00:00:00,650000.0,PO1,2000-04-15
5863,Isaac Babadi,2024-06-30 00:00:00,4000000.0,NL1,2005-04-06
5864,Mohammed Tolba,2025-06-30 00:00:00,200000.0,L1,2004-07-19
5865,Gustavo Mantuan,2027-06-30 00:00:00,3000000.0,RU1,2001-06-20
5866,Saúl Guarirapa,2024-06-30 00:00:00,400000.0,RU1,2002-10-18
5867,Nikolaos Zouglis,2027-06-30 00:00:00,200000.0,GR1,2003-11-14
5868,Georgios Kosteas,,75000.0,GR1,2003-04-16
5869,Panagiotis Anastasopoulos,2025-06-30 00:00:00,50000.0,GR1,2003-10-24
5870,Jordy Makengo,,2000000.0,L1,2001-08-03
5871,Konstantinos Lampropoulos,2025-06-30 00:00:00,50000.0,GR1,2003-04-21
5872,Giannis Apostolakis,2027-06-30 00:00:00,150000.0,GR1,2004-09-24
5873,Nathan Gassama,2028-06-30 00:00:00,500000.0,RU1,2001-01-05
5874,Lapo Nava,2027-06-30 00:00:00,150000.0,IT1,2004-01-22
5875,Tiago Morais,2028-06-30 00:00:00,2000000.0,FR1,2003-09-03
5876,Noha Lemina,2024-06-30 00:00:00,500000.0,GB1,2005-06-17
5877,Panos Katseris,2028-06-30 00:00:00,500000.0,FR1,2001-07-05
5878,Gilberto Batista,2026-06-30 00:00:00,200000.0,PO1,2003-12-29
5879,Tiago Santos,2028-06-30 00:00:00,8000000.0,FR1,2002-07-23
5880,Tygo Land,2025-06-30 00:00:00,2000000.0,NL1,2006-01-11
5881,David Semenchuk,2028-06-30 00:00:00,100000.0,RU1,2004-10-22
5882,Stanislav Bessmertniy,2026-06-30 00:00:00,400000.0,RU1,2004-03-11
5883,Geovani,2026-06-30 00:00:00,250000.0,UKR1,2001-05-15
5884,Igor Dmitriev,2026-06-30 00:00:00,400000.0,RU1,2004-07-24
5885,Aleksandr Koksharov,2025-06-30 00:00:00,500000.0,RU1,2004-12-20
5886,Yaroslav Arbuzov,2028-06-30 00:00:00,100000.0,RU1,2004-01-12
5887,Magrão,2024-06-30 00:00:00,300000.0,PO1,2000-05-15
5888,Hélder Morim,2026-06-30 00:00:00,250000.0,PO1,2001-05-14
5889,Pedro Malheiro,2025-06-30 00:00:00,4000000.0,PO1,2001-01-21
5890,Otávio,2028-06-30 00:00:00,3000000.0,PO1,2002-04-21
5891,Tommaso Corazza,,1000000.0,IT1,2004-06-29
5892,Nicola Bagnolini,2026-06-30 00:00:00,200000.0,IT1,2004-03-14
5893,Simone Calvani,2025-06-30 00:00:00,50000.0,IT1,2005-05-16
5894,Julien Duranville,,8500000.0,L1,2006-05-05
5895,Luan,2024-06-30 00:00:00,200000.0,PO1,2002-03-19
5896,Trazié Thomas,2024-06-30 00:00:00,400000.0,TR1,1999-07-01
5897,Dzenan Pejcinovic,2027-06-30 00:00:00,1000000.0,L1,2005-02-15
5898,Jacob Andersen,2025-06-30 00:00:00,300000.0,DK1,2004-01-26
5899,Florian Danho,2024-06-30 00:00:00,500000.0,PO1,2000-06-21
5900,Mamadou Tounkara,2025-06-30 00:00:00,700000.0,PO1,2001-12-14
5901,Emre Uzun,2025-06-30 00:00:00,50000.0,TR1,2005-06-20
5902,Damion Downs,2026-06-30 00:00:00,600000.0,L1,2004-07-06
5903,Kobbie Mainoo,2027-06-30 00:00:00,6000000.0,GB1,2005-04-19
5904,Zakaria El Ouahdi,2027-06-30 00:00:00,2500000.0,BE1,2001-12-31
5905,Artur Remenyak,2025-06-30 00:00:00,100000.0,UKR1,2000-08-09
5906,Yunus Emre Çift,2027-06-30 00:00:00,700000.0,TR1,2003-09-01
5907,Matías Rocha,2027-06-30 00:00:00,400000.0,PO1,2001-02-13
5908,Bamba Dieng,2025-06-30 00:00:00,7000000.0,FR1,2000-03-23
5909,Tom Bischof,2025-06-30 00:00:00,3500000.0,L1,2005-06-28
5910,Iason Kyrkos,,75000.0,GR1,2003-03-21
5911,Dango Ouattara,2028-06-30 00:00:00,20000000.0,GB1,2002-02-11
5912,Michael Kayode,2028-06-30 00:00:00,12000000.0,IT1,2004-07-10
5913,Manuel Osifo,2027-06-30 00:00:00,250000.0,BE1,2003-07-31
5914,Seedy Jarju,2025-06-30 00:00:00,,L1,2004-10-28
